"text size","bruteForce","sunday","rabinKarp","fsm","kmp"
1000, 0.012659069374203682, 0.012021479681134224, 0.0291677900403738, 2.2725427603721617, 0.03482032038271427
1100, 0.008311470374464988, 0.0029908493906259537, 0.010955130755901337, 1.9728523203730584, 0.014962670877575874
1200, 0.012090959623456, 0.010344380289316177, 0.01866875983774662, 1.960933349505067, 0.015614929497241975
1300, 0.009014650508761405, 0.003462739959359169, 0.01247859001159668, 1.957655089199543, 0.016841949969530104
1400, 0.009473859593272209, 0.003022639825940132, 0.013557650297880173, 1.9168171901255846, 0.016623140424489976
1500, 0.010362349599599838, 0.0030346301198005674, 0.015793999955058098, 1.9148485000431537, 0.01788078971207142
1600, 0.010726689845323562, 0.0031396898627281187, 0.013872019872069359, 1.9035192702710628, 0.01863679029047489
1700, 0.018218239545822145, 0.0048380400240421294, 0.01583809971809387, 1.9547353000938892, 0.0350629398226738
1800, 0.012682489529252052, 0.003243279531598091, 0.015681440532207488, 1.9404292898625135, 0.024168240502476693
1900, 0.013482069820165634, 0.003269580602645874, 0.016782199889421465, 1.920232370123267, 0.025420199781656265
2000, 0.013520800545811652, 0.0033952900022268294, 0.017785189971327782, 1.9403804306685926, 0.026146900206804276
2500, 0.019932499974966048, 0.004870519712567329, 0.03045784018933773, 1.932601349875331, 0.032388250306248666
3000, 0.023118160143494607, 0.004797110706567765, 0.028240250423550606, 1.9511339198052884, 0.03749366991221905
3500, 0.03148411989212036, 0.0062418199330568315, 0.03796020992100239, 2.228333919942379, 0.04937119953334332
4000, 0.0300627900660038, 0.00550009049475193, 0.03757673002779484, 1.981150390058756, 0.05272032007575035
4500, 0.03384657047688961, 0.005698870196938515, 0.042467320039868355, 1.9833130101114511, 0.05561017960309982
5000, 0.03695463001728058, 0.005952689498662948, 0.046884720250964164, 1.9820837102085351, 0.06257434017956257
5500, 0.04032640926539898, 0.005565710067749023, 0.05066495917737484, 1.966570389866829, 0.06779002040624618
6000, 0.043905549719929694, 0.00598394051194191, 0.0560206401348114, 2.050114189237356, 0.07529938995838165
6500, 0.04963177040219307, 0.007011400312185287, 0.06246541976928711, 2.097922680005431, 0.08649366982281208
7000, 0.05112342983484268, 0.006533279940485954, 0.06416593030095101, 2.027012830004096, 0.09010824002325535
7500, 0.056998419910669326, 0.006439909636974335, 0.07189904987812042, 1.983532780110836, 0.09187836021184921
8000, 0.1911200699955225, 0.007710249498486519, 0.0826638101786375, 2.263733820170164, 0.11031080968677998
8500, 0.17204661950469016, 0.00858268991112709, 0.0844210997223854, 2.1004479102790357, 0.10877189993858337
9000, 0.18094060957431793, 0.008824459686875343, 0.08996119044721126, 2.127428180500865, 0.113859059587121
9500, 0.18866016991436482, 0.008851659446954728, 0.09352876991033554, 2.0887285199016334, 0.12551425978541375
10000, 0.19980028994381427, 0.008983180299401284, 0.09614736944437027, 2.190384370163083, 0.13084454007446766
12000, 0.24052396014332772, 0.008650389686226844, 0.11443508051335811, 2.0757425697892904, 0.14710852026939392
14000, 0.2701884797215462, 0.01259272001683712, 0.13716601006686688, 2.0419656600803138, 0.166159990131855
16000, 0.3117011296749115, 0.013253810927271842, 0.15121985986828804, 2.024371239989996, 0.2602730701863766
18000, 0.35028129935264585, 0.013542750105261802, 0.17172422021627426, 2.067051139995456, 0.22160634994506836
20000, 0.3859507907181978, 0.01581247992813587, 0.19292549021542071, 2.0608853597939016, 0.24410683013498782
22000, 0.39983643986284734, 0.014966600313782693, 0.19809912979602814, 2.1219958999752997, 0.27057898975908756
24000, 0.4587890500575304, 0.016924169957637788, 0.22409606009721755, 2.1092334400862454, 0.2875532799959183
26000, 0.49004876978695394, 0.0184672000259161, 0.23892351999878883, 2.112333639487624, 0.3281178500503302
28000, 0.5341745294630528, 0.02000995971262455, 0.25895861998200415, 2.128619390130043, 0.35061595983803273
30000, 0.5721011195331812, 0.019148550406098367, 0.2807574401050806, 2.1288611201196908, 0.37583937026560305
32000, 0.6094488500803709, 0.020955620110034944, 0.2998532699048519, 2.179181520119309, 0.39812121994793415
34000, 0.6556995401531458, 0.022317560091614723, 0.3196679700911045, 2.1375042598694565, 0.420263120085001
36000, 0.6936912895739078, 0.023533069491386414, 0.33752345949411394, 2.213348579928279, 0.46470911987125874
38000, 0.7156149104237557, 0.024479469954967498, 0.35088173024356367, 2.180352849587798, 0.47838253013789656
40000, 0.7492005599290132, 0.02524356983602047, 0.3713982801884413, 2.171897479891777, 0.49492221988737584
42000, 0.7941565796732902, 0.02736826993525028, 0.4021276702731848, 2.1739683800935747, 0.507150539830327
44000, 0.8441036903113127, 0.028165150582790375, 0.41693905971944334, 2.1948568200320007, 0.5394521503895521
46000, 0.8987763006240129, 0.028985289856791496, 0.4457912290841341, 2.2256650499254467, 0.5661749700456857
48000, 0.9293519999086857, 0.02947028085589409, 0.45130599990487097, 2.2096913097053767, 0.5969689100235701
50000, 0.9506702101230622, 0.029164959937334062, 0.45958480015397074, 2.23188187032938, 0.62686304025352
52000, 0.9861637603491544, 0.03184112995862961, 0.48859918020665644, 2.2478289298713205, 0.6493108803033829
54000, 1.0117009799927472, 0.030519340112805368, 0.49836638025939467, 2.248823229447007, 0.6633533998578787
56000, 1.0717477498203516, 0.032691989466547965, 0.5222785101085902, 2.28602648973465, 0.6974080097675324
